Week,chrysler,citroen,daihatsu,faw,fiat,ford,honda,hyundai,isuzu,jaguar,jeep,kia,landrover,lexus,lotus,mahindra,mazda,mercedes,mini,mitsubishi,nissan,opel,peugeot,porsche,renault,rover,saab,smart,ssangyong,subaru,suzuki,tata,toyota,volkswagen,volvo,bentley,chana,chery,colt,datsun,dodge,ducati,ferrari,gwm,fiatprofessional,geely,hino,hummer,infiniti,kawasaki,lamborghini,maserati,proton,rollsroyce,triumph,yamaha,alfaromeo,audi,bmw,chevrolet
2009-07-12,13,22,22,0,13,73,48,33,14,10,37,23,22,10,19,0,47,42,38,10,43,31,12,23,30,26,0,30,0,7,14,6,68,22,10,4,0,0,14,0,19,10,38,0,0,0,0,0,0,39,17,0,6,0,6,38,4,29,61,3
2009-07-19,19,22,14,0,10,69,47,29,13,16,31,17,26,7,14,0,36,49,41,11,50,31,13,22,37,31,0,24,0,7,20,9,69,30,15,4,0,0,11,0,11,11,34,0,0,0,0,0,0,33,15,0,6,0,6,36,4,33,63,4
2009-07-26,21,18,19,0,10,68,52,32,17,11,32,29,19,8,22,0,35,48,42,6,43,28,8,15,22,27,0,32,0,5,22,7,64,31,20,4,0,0,16,0,24,11,62,0,0,0,0,0,0,38,19,0,6,0,7,45,3,33,65,5
2009-08-02,17,22,12,0,10,59,44,23,9,13,27,14,20,9,17,0,49,44,39,13,40,28,9,17,29,25,0,28,0,7,13,6,74,25,13,5,0,9,9,0,10,12,36,0,0,0,0,0,0,27,17,0,6,0,7,42,3,30,59,5
2009-08-09,17,25,20,0,13,59,49,26,9,15,40,22,33,10,16,0,47,38,42,11,50,28,9,18,19,34,0,34,0,6,14,5,70,27,15,5,0,9,9,0,20,14,25,0,0,0,0,0,0,31,24,0,6,0,7,46,3,30,65,6
2009-08-16,23,16,13,0,8,57,40,26,10,11,28,22,20,11,13,0,38,47,45,10,46,24,12,16,24,28,0,33,0,7,17,6,69,18,11,6,0,9,9,0,15,12,29,8,0,0,0,13,0,33,24,0,6,0,7,39,3,35,64,5
2009-08-23,14,15,13,0,8,70,55,22,14,15,22,24,27,8,17,0,54,40,45,8,42,29,9,15,39,31,0,37,0,4,18,8,69,26,15,7,0,9,10,9,10,12,30,9,0,0,0,13,0,37,20,0,6,0,6,35,3,35,63,5
2009-08-30,15,11,16,0,8,58,47,22,11,8,30,18,16,12,14,0,36,40,42,9,39,28,11,15,31,16,0,35,0,7,15,6,68,24,15,4,0,10,11,0,17,12,30,0,0,0,0,13,0,35,21,0,0,0,7,46,3,29,56,7
2009-09-06,12,24,17,0,10,70,49,27,15,12,30,39,24,8,14,0,43,43,44,11,44,28,9,19,31,30,0,30,0,6,18,7,73,19,16,5,0,10,11,0,16,12,26,0,0,0,0,18,0,26,19,0,0,0,8,50,3,31,64,6
2009-09-13,17,17,19,0,14,60,45,24,11,12,28,30,22,6,15,0,33,43,42,12,52,26,9,16,32,26,0,31,0,8,16,8,73,22,14,4,0,11,12,0,19,12,30,0,0,0,0,14,0,39,17,0,0,0,6,47,3,29,64,6
2009-09-20,16,16,19,0,14,78,57,27,10,12,34,25,30,11,15,8,39,49,50,13,34,33,7,17,36,42,0,31,0,5,19,6,72,26,13,5,0,11,13,0,18,12,35,0,0,0,0,0,0,41,33,0,0,0,8,48,3,34,58,9
2009-09-27,17,15,15,0,8,71,52,31,13,11,31,30,22,10,20,7,39,52,33,12,42,34,10,25,33,27,0,35,0,4,15,7,78,31,16,7,0,10,14,0,28,12,28,0,0,0,0,0,0,43,28,0,0,0,8,51,4,32,70,9
2009-10-04,21,13,21,0,8,71,46,27,9,17,27,29,31,6,16,7,40,44,41,12,52,32,9,23,33,34,0,41,0,4,15,9,77,23,17,5,0,11,18,0,23,10,31,0,0,0,0,0,0,44,22,0,0,0,8,45,3,37,64,10
2009-10-11,11,18,20,0,10,75,47,27,8,15,22,34,23,11,15,0,41,50,39,15,44,21,9,21,29,30,0,35,0,6,18,9,74,21,16,5,0,0,9,0,20,9,22,0,0,0,0,0,0,41,22,0,0,0,6,48,3,34,66,8
2009-10-18,13,28,17,0,12,91,48,38,11,9,36,27,35,11,19,0,44,50,47,16,46,35,10,20,31,39,0,41,0,8,19,7,78,28,21,5,0,0,9,0,21,9,26,11,0,0,0,0,0,36,21,0,0,0,9,50,3,35,56,9
2009-10-25,16,23,23,0,9,81,47,34,11,11,29,25,39,9,18,0,44,45,45,14,51,26,11,19,34,44,0,50,0,9,14,6,78,27,9,0,0,0,17,0,23,9,31,8,0,0,0,0,0,39,20,0,0,0,9,46,3,34,61,9
2009-11-01,19,19,18,0,11,80,61,32,6,13,33,31,35,13,21,0,43,45,46,14,49,30,11,29,40,41,0,29,0,9,21,10,85,25,15,0,0,0,13,0,19,9,28,8,0,0,0,22,0,34,23,0,0,0,8,46,3,35,71,9
2009-11-08,14,20,12,0,9,80,55,32,11,12,36,26,36,10,19,0,50,49,38,12,47,34,11,21,34,46,7,34,0,7,20,10,80,25,15,0,0,0,13,0,20,11,33,9,0,0,0,0,0,42,32,0,0,7,7,48,5,34,71,9
2009-11-15,12,30,22,0,10,75,48,29,11,16,26,35,28,6,14,0,42,58,48,9,47,27,10,29,34,34,0,31,0,6,15,9,85,26,16,0,0,12,10,0,22,12,23,10,0,0,0,0,0,34,22,0,0,0,8,45,3,30,63,10
2009-11-22,12,17,20,0,11,80,46,34,10,10,21,39,32,8,16,0,49,42,42,13,50,36,12,22,26,34,0,33,0,8,19,9,68,23,21,0,0,17,10,0,13,13,27,10,0,0,0,0,0,24,36,0,0,0,7,51,3,36,66,7
2009-11-29,12,18,23,0,10,67,52,31,8,9,54,43,29,10,17,0,44,51,48,11,50,32,12,21,30,25,0,42,0,7,18,8,71,24,16,0,0,13,10,0,14,15,24,10,0,0,0,0,0,39,15,0,0,0,10,62,4,35,66,8
2009-12-06,15,24,23,0,11,84,54,33,13,10,30,42,41,9,16,0,52,53,52,16,47,33,11,25,40,38,0,38,0,6,20,8,82,27,18,5,0,14,16,0,20,15,27,11,0,0,0,0,0,55,23,0,0,0,9,48,4,42,59,8
2009-12-13,18,27,23,0,14,92,66,31,13,15,24,38,40,9,19,0,63,58,51,12,49,33,9,18,32,37,0,27,0,6,19,7,81,33,16,0,0,14,13,0,15,10,38,0,0,0,0,0,0,37,31,0,0,0,12,54,4,45,71,9
2009-12-20,19,36,23,0,14,84,63,34,11,20,32,32,31,15,15,0,36,68,52,12,42,37,8,20,28,38,0,27,0,11,22,8,84,34,20,0,0,14,13,0,15,10,29,0,0,0,0,0,0,35,38,0,0,0,15,65,4,34,77,11
2009-12-27,19,32,23,0,12,74,59,30,11,23,31,41,34,15,15,0,39,89,54,15,71,28,14,26,26,33,0,29,0,11,25,9,72,30,22,0,0,14,13,0,15,10,36,0,0,0,0,0,0,55,24,0,0,0,10,61,4,44,72,10
2010-01-03,19,32,24,0,16,91,62,37,12,12,39,36,29,13,24,0,42,55,43,11,51,46,14,24,42,39,0,36,0,8,22,9,95,42,21,0,0,14,13,0,15,10,33,0,0,0,0,0,0,51,24,0,0,7,10,58,4,36,72,10
2010-01-10,18,32,17,0,12,91,61,37,11,13,36,49,34,12,27,7,46,60,49,15,48,38,10,21,34,40,7,35,0,8,17,7,81,29,19,0,0,14,11,0,15,10,27,0,0,0,0,0,0,48,18,0,0,7,10,58,4,46,70,8
2010-01-17,18,25,24,0,14,71,60,46,10,14,45,44,31,16,12,6,42,44,44,11,53,38,13,20,47,40,7,31,0,5,15,7,95,42,17,0,0,10,16,0,17,11,38,17,0,0,0,0,0,34,36,0,0,7,6,47,3,54,77,9
2010-01-24,12,25,15,0,17,63,50,47,15,9,33,48,27,11,12,6,43,59,46,13,48,32,13,25,49,33,7,37,0,8,17,9,83,35,22,5,0,14,11,0,20,12,42,12,0,0,0,0,0,38,30,0,0,7,7,47,3,40,67,9
2010-01-31,12,24,21,0,17,79,52,37,10,23,32,36,37,13,16,0,50,58,45,12,44,28,10,30,51,34,7,39,0,5,19,10,92,33,15,6,0,17,18,0,19,11,39,11,0,0,0,0,0,32,27,0,0,7,6,49,4,35,80,8
2010-02-07,17,17,29,0,15,78,60,42,14,18,37,35,29,10,17,0,42,55,47,11,49,35,13,22,59,35,0,31,0,9,18,10,99,34,14,6,0,13,9,0,21,10,36,14,0,0,0,0,0,38,19,0,0,7,8,57,3,40,82,8
2010-02-14,13,17,15,0,13,82,48,41,9,12,26,40,21,10,16,0,35,63,36,13,46,31,12,19,47,32,0,40,0,5,19,8,87,30,20,5,0,12,10,0,15,9,25,9,0,0,0,0,0,38,30,0,0,8,6,46,3,32,72,8
2010-02-21,14,24,20,0,17,72,52,49,13,7,27,43,28,10,15,0,45,64,41,12,49,28,13,25,42,35,0,35,0,6,20,9,82,33,13,5,0,10,12,0,20,9,25,10,0,0,0,0,0,46,22,0,0,8,7,46,5,31,67,9
2010-02-28,12,34,17,0,12,73,44,35,7,9,25,33,28,14,19,0,35,49,45,17,51,33,7,22,31,32,0,33,0,4,18,8,78,26,17,5,0,10,14,0,20,0,32,11,0,0,0,13,0,36,22,0,0,8,8,47,4,34,67,8
2010-03-07,17,36,31,0,14,79,56,39,11,8,37,44,19,12,15,0,48,52,49,12,52,32,12,21,44,31,0,37,0,6,18,9,84,34,16,5,0,10,13,0,17,0,23,11,0,0,0,0,0,36,30,0,0,8,8,50,4,33,72,7
2010-03-14,11,24,27,0,15,70,55,40,15,12,30,41,23,12,16,0,36,62,56,11,39,33,13,27,61,31,7,40,0,5,16,7,88,37,21,5,0,10,13,0,18,0,37,10,0,0,0,0,0,37,40,0,0,8,8,45,5,36,76,8
2010-03-21,21,21,15,0,13,64,53,49,11,13,25,35,23,11,9,0,41,61,50,16,50,33,9,22,50,32,0,34,0,8,16,8,84,47,21,5,0,0,14,0,16,0,28,18,0,0,0,0,0,33,16,0,0,0,8,45,3,40,73,6
2010-03-28,20,39,15,0,13,72,52,38,11,13,38,53,27,9,8,0,46,46,38,10,57,29,14,19,40,30,0,38,0,6,18,8,75,31,16,5,0,0,13,0,16,0,33,11,0,0,0,0,0,38,20,0,0,0,9,46,4,39,65,9
2010-04-04,20,26,23,0,16,65,56,45,11,13,38,46,27,9,12,0,37,58,38,13,50,33,12,20,32,25,0,49,0,6,17,10,76,39,16,5,0,0,10,0,17,11,22,11,0,0,0,0,0,38,20,0,9,0,7,45,3,36,64,9
2010-04-11,15,21,17,0,13,75,46,50,14,13,32,56,16,17,18,0,40,53,38,13,45,30,12,21,44,21,0,33,0,4,18,7,86,30,20,5,0,0,10,0,18,10,24,11,0,0,0,0,0,34,20,0,0,0,7,47,3,42,100,7
2010-04-18,12,42,28,0,13,74,45,41,15,9,38,41,26,16,16,0,44,50,40,10,49,29,8,19,42,35,0,42,0,6,13,4,76,24,16,6,0,0,10,0,18,10,25,13,0,0,0,0,0,41,15,0,0,0,8,26,3,40,95,9
2010-04-25,19,31,24,0,13,62,50,47,16,12,29,34,23,17,18,0,47,46,41,9,45,29,7,20,41,25,0,36,0,7,17,7,86,23,22,6,0,0,10,0,18,0,21,10,0,0,0,0,0,36,22,0,0,0,9,35,4,27,81,11
2010-05-02,15,41,15,0,15,69,51,49,9,13,23,20,24,19,16,0,40,59,45,11,40,27,10,20,43,33,0,42,0,5,18,6,75,23,13,6,0,0,10,0,18,0,18,10,0,0,0,0,0,36,24,0,0,0,6,49,5,36,77,8
2010-05-09,15,36,20,0,15,75,44,63,13,9,26,38,26,16,11,0,49,61,46,13,50,35,10,28,38,38,0,45,0,6,16,7,85,23,16,6,0,0,11,0,16,0,24,10,0,0,0,0,0,33,25,0,0,0,0,46,5,37,76,8
2010-05-16,15,41,14,0,10,58,58,69,15,11,37,35,27,18,16,0,42,62,45,10,52,34,14,17,47,34,0,34,0,6,16,7,81,26,15,6,0,0,11,0,21,0,14,11,0,0,0,0,0,25,22,0,0,0,0,51,5,37,89,8
2010-05-23,16,35,21,0,12,76,45,53,14,13,45,40,24,10,23,0,35,48,44,12,48,31,12,15,42,31,8,37,0,7,15,6,87,27,20,6,0,0,11,0,20,0,28,17,0,0,0,0,0,30,22,0,0,0,0,38,3,37,75,5
2010-05-30,17,31,27,0,13,72,58,55,11,16,39,50,30,13,17,0,39,54,52,14,51,25,10,18,30,34,8,36,0,9,19,10,81,22,15,6,0,11,11,0,20,0,35,17,0,0,0,0,0,35,19,0,0,0,0,39,3,35,75,8
2010-06-06,15,35,14,0,14,68,49,57,10,9,36,59,26,11,16,0,47,53,41,12,45,30,12,17,44,32,0,30,0,8,15,10,82,28,20,7,0,12,12,0,15,0,26,17,0,0,0,0,0,24,20,0,0,0,0,49,4,34,62,10
2010-06-13,15,33,16,0,13,73,48,59,11,10,30,54,25,13,18,0,44,56,51,10,53,26,13,20,35,27,0,35,0,9,14,12,79,28,9,5,0,13,12,0,13,0,35,17,0,0,0,0,0,25,21,0,0,0,0,37,4,33,64,8
2010-06-20,15,25,29,0,13,75,44,65,9,12,22,45,27,8,16,0,34,47,43,12,55,32,12,12,45,31,0,32,0,6,15,8,81,31,15,5,0,14,12,0,13,0,42,17,0,0,0,0,0,36,22,0,0,0,8,35,4,37,65,9
2010-06-27,15,25,25,0,17,86,49,55,13,12,25,42,23,12,16,0,40,50,50,9,44,33,17,15,44,35,0,27,0,6,16,10,78,32,21,5,0,0,9,0,13,0,24,13,0,0,0,0,0,24,18,0,0,0,8,37,3,34,65,8
2010-07-04,15,31,23,0,11,78,46,56,8,13,40,41,17,9,17,7,41,45,59,9,35,31,13,16,39,27,0,33,0,6,16,7,67,23,17,5,0,0,9,0,17,0,18,13,0,0,0,0,0,28,18,0,0,6,9,42,3,34,66,8
2010-07-11,12,20,17,0,15,76,48,68,14,10,24,38,22,11,10,8,45,53,64,10,48,28,9,20,49,33,0,35,0,4,14,7,84,26,15,6,0,0,9,0,23,0,20,13,0,0,0,0,0,39,18,0,0,0,9,42,3,32,57,9
2010-07-18,12,25,18,0,16,87,48,49,16,10,33,52,31,15,17,8,37,64,70,11,50,32,9,20,37,33,0,30,0,5,14,8,78,22,18,8,0,0,14,0,16,0,22,12,0,0,0,0,0,28,19,0,0,0,8,35,3,31,79,8
2010-07-25,12,19,13,0,9,74,48,43,9,12,40,42,25,11,12,7,47,61,69,10,44,28,12,18,41,30,0,28,0,4,16,7,86,26,19,7,0,0,10,0,12,0,39,11,0,0,0,0,0,32,19,0,0,0,8,36,3,37,70,9
2010-08-01,12,26,18,0,10,76,43,48,10,11,35,45,26,12,15,6,41,49,71,11,42,24,10,21,30,27,0,37,0,4,16,6,85,25,14,8,0,10,11,0,10,0,32,16,0,0,0,0,0,28,19,0,0,0,8,39,3,40,65,9
2010-08-08,14,26,19,0,17,91,56,52,13,13,37,55,23,9,16,6,46,49,65,11,47,31,11,14,40,29,0,34,0,8,17,7,80,21,17,9,0,11,12,0,17,0,29,13,0,0,0,0,0,33,19,0,0,0,6,45,3,36,69,8
2010-08-15,16,30,22,0,12,82,45,51,13,11,28,52,21,6,17,6,44,61,66,9,47,34,10,14,45,29,0,32,0,6,14,9,79,24,9,6,0,15,0,0,13,0,18,13,0,0,0,0,0,23,14,0,0,0,6,37,4,39,68,10
2010-08-22,14,18,31,0,10,84,48,45,12,11,32,56,21,10,19,0,50,50,72,14,39,29,10,11,27,29,0,38,0,4,16,9,86,25,14,6,0,15,0,0,22,0,19,14,0,0,0,0,0,40,18,0,0,0,6,36,3,34,66,10
2010-08-29,13,24,18,0,10,80,43,52,16,10,25,70,24,9,15,0,48,66,61,8,47,26,9,19,32,26,0,39,0,7,14,7,75,27,15,7,0,15,0,0,13,0,22,12,0,0,0,0,0,32,23,0,0,0,6,40,3,37,66,8
2010-09-05,13,26,15,0,12,88,49,42,12,11,38,63,26,9,20,0,40,60,70,13,57,26,10,24,33,32,0,38,0,6,15,5,78,27,14,8,0,16,0,0,18,0,25,12,0,0,0,0,0,33,17,0,0,0,6,31,3,36,71,11
2010-09-12,19,35,29,0,11,79,45,44,14,20,29,70,24,9,14,0,45,50,58,15,51,26,15,18,40,31,0,42,0,6,14,6,77,24,13,5,0,16,0,0,12,9,25,10,0,0,0,0,0,37,23,0,0,0,7,37,5,36,74,12
2010-09-19,14,33,13,0,13,80,46,43,9,18,37,49,20,12,18,0,45,53,73,8,41,23,7,16,33,29,0,33,0,5,13,8,78,18,14,5,0,15,12,0,15,9,26,11,0,0,0,0,0,29,28,0,0,0,7,26,3,45,69,10
2010-09-26,14,27,14,0,8,75,50,37,10,11,33,53,21,11,15,0,55,56,69,12,45,34,11,21,37,25,0,38,0,7,16,4,82,21,19,5,0,12,11,0,17,10,23,14,0,0,0,0,0,25,24,0,0,0,7,35,3,40,63,7
2010-10-03,14,25,23,0,9,74,39,42,9,16,28,46,23,9,18,6,35,57,69,14,48,30,12,16,36,29,7,37,0,6,16,8,73,23,16,5,0,12,11,0,20,10,27,10,0,0,0,0,0,24,29,0,0,0,7,27,3,37,71,10
2010-10-10,11,41,14,0,10,80,46,45,10,12,28,42,29,11,17,6,44,50,66,8,46,31,15,24,34,28,0,35,0,8,17,9,75,23,16,4,0,12,10,0,15,10,29,11,0,0,0,0,0,29,14,0,0,0,7,41,2,35,69,12
2010-10-17,13,35,15,0,13,89,56,48,14,8,34,49,21,9,21,6,42,57,68,11,46,30,13,20,36,36,0,37,0,6,18,6,69,21,23,4,0,12,10,0,13,10,29,10,0,0,0,15,0,30,24,0,0,0,8,34,2,37,64,8
2010-10-24,12,27,17,0,11,84,45,41,11,13,37,62,15,9,16,6,35,42,75,8,47,30,11,15,36,26,0,30,0,9,18,7,73,29,14,4,5,12,10,0,14,10,28,10,0,0,0,0,0,49,19,0,0,0,8,41,2,30,62,7
2010-10-31,18,24,14,0,9,83,51,34,9,18,28,61,19,6,14,6,45,52,74,9,41,34,13,11,33,29,0,36,0,5,15,8,75,19,16,5,0,12,12,0,21,10,21,14,0,0,0,0,0,26,19,0,0,0,9,34,3,33,65,9
2010-11-07,16,22,19,0,12,80,44,40,12,18,38,54,24,10,19,7,39,53,75,12,42,34,11,14,35,32,0,37,0,5,17,9,88,21,18,5,0,0,12,0,24,10,22,17,0,0,0,0,0,26,19,0,0,0,9,38,4,38,64,11
2010-11-14,11,34,16,0,9,80,37,44,11,15,20,56,24,10,13,7,44,55,66,12,49,28,8,20,33,34,0,31,0,8,16,8,85,27,15,5,0,0,13,0,22,11,29,10,0,0,0,0,0,26,28,0,0,0,0,38,4,35,81,11
2010-11-21,16,24,28,0,11,82,54,55,11,16,33,58,24,11,19,0,47,54,75,11,48,33,10,19,41,30,0,38,0,5,14,9,70,21,15,5,0,0,11,0,14,11,16,9,0,0,0,0,0,32,22,0,0,0,0,35,4,34,73,8
2010-11-28,17,32,27,0,9,74,52,43,8,16,24,51,25,8,16,0,43,50,82,9,50,30,10,17,54,30,0,45,0,8,16,6,85,21,17,0,0,0,11,0,22,11,30,9,0,0,0,0,0,19,19,0,0,0,0,32,3,43,63,8
2010-12-05,18,27,16,0,15,91,46,43,14,15,33,58,23,13,14,0,34,52,84,10,44,28,12,20,40,32,0,34,0,8,14,9,88,26,19,0,0,0,11,0,22,11,29,9,0,0,0,0,0,39,25,0,0,7,0,41,3,40,73,9
2010-12-12,19,33,23,0,12,80,44,42,14,19,31,58,22,14,18,0,42,46,79,12,57,34,15,20,35,27,0,26,0,6,20,8,76,22,12,0,0,0,14,0,20,12,27,12,0,0,0,0,0,24,31,0,0,0,0,41,4,36,67,10
2010-12-19,15,25,31,0,14,75,53,42,14,10,30,59,36,11,20,0,43,44,82,14,43,38,13,17,37,44,0,31,0,9,23,7,75,25,9,0,0,0,15,0,20,12,41,15,0,0,0,0,0,42,11,0,0,0,0,46,5,47,77,8
2010-12-26,15,22,18,0,15,64,44,39,17,10,51,65,22,12,19,0,40,46,99,15,45,30,10,26,42,39,0,43,0,11,11,8,71,17,18,0,0,0,16,0,16,13,25,12,0,0,0,0,0,33,11,0,0,0,0,48,4,34,60,4
2011-01-02,15,22,18,0,11,80,52,39,9,10,31,49,26,9,16,5,37,52,83,14,43,37,10,18,37,33,0,35,0,8,18,5,81,26,12,5,0,6,17,0,16,13,29,12,0,0,0,0,0,32,11,0,0,0,5,40,4,41,69,8
2011-01-09,16,27,15,0,13,91,53,43,12,13,33,56,29,10,14,3,37,51,72,8,45,34,8,23,33,39,0,34,0,8,20,7,77,23,18,4,0,7,10,5,19,12,20,13,0,0,0,8,0,28,20,0,3,0,6,41,4,42,65,9
2011-01-16,15,27,17,0,11,79,53,51,10,11,36,55,23,10,12,5,50,40,67,10,43,32,9,22,40,31,5,37,0,8,17,7,79,26,14,4,0,9,10,0,15,8,31,18,0,4,0,8,0,27,20,0,4,4,5,45,4,40,64,7
2011-01-23,9,17,20,0,12,80,48,46,12,14,51,54,22,8,13,4,44,54,62,12,46,34,9,21,38,29,4,32,0,7,17,8,84,26,14,5,2,9,9,0,16,12,35,16,0,5,0,8,0,32,20,0,3,4,8,38,4,41,63,7
2011-01-30,15,22,20,0,11,69,52,45,14,15,39,50,24,10,12,4,36,46,65,8,45,27,11,22,36,31,4,33,0,6,16,7,70,21,16,4,3,9,12,0,14,8,33,16,0,5,0,9,0,30,18,3,3,4,5,35,3,40,61,9
2011-02-06,16,31,19,0,8,75,47,42,11,12,39,50,18,8,15,4,39,47,57,9,43,27,9,21,32,27,5,31,0,7,16,6,75,22,16,4,3,12,10,0,15,9,27,13,0,5,0,9,0,36,13,3,3,4,5,41,3,47,61,9
2011-02-13,16,22,18,0,12,75,46,39,13,15,33,54,19,12,10,5,43,48,59,8,42,28,7,19,35,27,3,30,0,7,15,5,82,21,17,4,2,9,6,0,16,7,27,13,0,5,0,7,0,30,21,3,3,4,7,40,2,39,61,8
2011-02-20,13,29,20,0,9,75,50,42,12,11,33,50,17,11,12,3,32,52,58,10,41,24,9,17,32,24,4,33,0,6,15,6,72,22,18,4,5,9,7,0,12,12,22,16,0,4,0,7,0,30,15,3,3,4,5,37,2,36,63,8
2011-02-27,18,26,15,0,10,69,44,40,9,9,40,51,23,8,9,3,35,45,54,9,38,25,10,18,29,30,3,36,0,6,17,6,73,24,15,4,3,7,7,0,16,12,30,14,0,4,0,6,0,23,23,3,3,4,7,34,4,33,58,9
2011-03-06,9,26,14,0,12,69,46,41,10,10,30,47,20,8,15,4,36,48,56,10,42,27,9,21,30,29,4,33,0,6,19,7,73,23,16,3,3,12,10,0,18,10,29,14,0,4,0,6,0,30,20,3,3,3,5,34,3,34,58,8
2011-03-13,13,20,13,0,9,69,49,35,12,8,27,46,18,9,12,5,37,45,58,9,46,27,7,19,36,27,4,41,0,6,14,5,71,21,15,3,4,8,7,5,18,8,25,11,0,6,0,7,0,48,17,3,3,3,4,34,3,31,63,6
2011-03-20,11,21,14,0,8,72,43,41,7,13,35,50,25,10,13,6,34,48,63,10,42,24,9,22,38,32,4,45,0,7,13,6,72,20,13,3,3,6,12,5,19,10,24,13,0,8,0,7,0,32,26,4,3,4,4,34,3,29,65,9
2011-03-27,16,21,21,0,10,74,46,37,11,11,33,43,26,9,12,3,34,45,66,10,36,25,11,21,33,31,4,42,0,6,12,5,77,22,18,4,3,7,6,5,15,6,29,22,0,5,0,8,0,31,19,5,3,5,7,37,2,31,59,10
2011-04-03,13,25,14,0,9,80,48,35,13,15,26,44,26,10,12,3,33,56,62,8,41,26,10,20,33,36,4,40,2,6,19,5,74,22,16,3,4,6,10,6,14,9,26,15,0,5,0,7,0,33,16,4,3,6,4,39,4,36,62,10
