Week,chrysler,citroen,daihatsu,faw,fiat,ford,honda,hyundai,isuzu,jaguar,jeep,kia,landrover,lexus,lotus,mahindra,mazda,mercedes,mini,mitsubishi,nissan,opel,peugeot,porsche,renault,rover,saab,smart,ssangyong,subaru,suzuki,tata,toyota,volkswagen,volvo,bentley,chana,chery,colt,datsun,dodge,ducati,ferrari,gwm,fiatprofessional,geely,hino,hummer,infiniti,kawasaki,lamborghini,maserati,proton,rollsroyce,triumph,yamaha,alfaromeo,audi,bmw,chevrolet
2011-04-10,14,22,14,0,11,79,48,37,13,15,29,44,27,10,15,3,33,45,60,9,47,29,11,19,36,30,4,36,0,7,18,4,80,25,14,3,2,4,11,6,18,12,32,18,0,5,0,6,0,31,16,4,5,4,5,41,3,35,61,12
2011-04-17,9,28,17,0,9,74,44,41,13,16,31,61,29,8,11,4,39,36,63,9,41,23,7,19,33,35,4,38,0,7,15,8,84,25,14,4,4,6,16,6,19,5,31,17,0,5,0,0,0,33,16,4,3,4,8,34,3,36,63,9
2011-04-24,18,19,10,0,14,69,50,34,11,14,32,42,26,10,11,4,30,42,67,10,38,25,9,16,27,29,4,31,0,6,13,4,72,18,13,7,3,6,9,6,13,8,26,13,0,5,0,0,0,36,27,3,3,6,5,35,5,35,65,7
2011-05-01,11,17,14,0,8,75,46,38,13,10,32,45,21,9,13,4,31,39,63,8,40,22,11,19,30,31,4,37,0,5,12,6,74,20,17,4,3,6,9,6,18,6,28,11,0,5,0,0,0,34,22,3,3,4,6,30,3,30,58,7
2011-05-08,9,21,12,0,14,74,48,39,13,14,25,51,27,9,13,6,33,41,59,10,51,19,8,17,31,32,4,42,0,6,12,5,70,27,20,4,3,6,11,6,21,5,21,15,0,5,0,0,0,36,20,3,4,4,4,37,3,34,62,9
2011-05-15,12,22,13,0,13,73,42,40,12,10,35,51,18,12,15,7,34,46,62,9,51,27,8,22,36,30,4,35,0,5,13,6,74,22,18,4,4,7,11,6,15,8,29,20,0,7,0,0,0,33,30,3,3,4,7,44,3,36,61,8
2011-05-22,18,31,16,0,10,75,47,48,12,13,27,53,20,9,17,5,37,41,60,8,44,24,10,22,33,24,4,44,0,7,15,6,70,20,20,5,2,6,11,5,19,7,25,17,0,4,0,11,0,23,32,5,3,3,5,32,3,33,59,9
2011-05-29,15,25,10,0,12,76,38,41,8,10,31,53,21,8,13,5,30,50,57,8,41,24,9,15,30,30,3,43,0,7,15,6,77,25,18,3,3,8,12,7,14,8,28,13,0,4,0,6,0,29,22,3,3,4,4,32,5,36,65,10
2011-06-05,10,28,11,0,11,80,41,40,11,10,29,46,22,9,12,4,36,51,62,9,47,20,8,24,34,28,5,43,0,6,15,6,76,22,14,5,2,9,10,5,20,7,28,11,0,5,0,6,0,25,36,3,0,3,4,29,3,38,62,10
2011-06-12,11,25,14,0,11,75,45,44,14,19,30,49,29,9,14,4,33,55,61,7,46,25,9,25,37,37,4,43,0,6,12,7,80,25,16,6,3,8,11,5,21,14,19,18,0,6,0,7,0,20,27,4,0,3,4,30,3,38,65,9
2011-06-19,13,32,15,0,14,71,47,44,12,12,30,64,25,8,14,4,32,52,57,9,47,24,8,20,47,33,3,40,0,8,15,5,76,24,17,3,3,7,9,5,23,8,31,16,0,7,0,7,0,34,30,4,0,4,5,32,2,39,66,12
2011-06-26,14,23,17,0,9,71,44,39,11,9,33,52,23,11,14,4,31,52,64,14,49,27,9,19,26,30,5,39,0,6,15,5,73,20,14,5,3,7,13,6,20,8,22,11,0,9,0,7,0,26,21,3,0,3,4,35,2,35,59,9
2011-07-03,11,28,13,0,14,76,43,40,13,8,37,58,24,10,12,4,33,53,62,11,41,24,8,16,33,36,3,46,0,8,16,6,77,23,19,6,4,7,13,6,20,14,30,15,0,8,0,7,0,27,20,3,0,5,6,31,2,35,61,8
2011-07-10,9,28,17,0,13,75,45,40,15,12,40,53,27,10,13,5,36,52,54,12,51,24,11,17,38,35,3,45,0,6,15,6,76,22,19,4,4,11,13,6,17,6,34,14,0,9,0,9,0,31,20,3,4,3,5,38,2,37,62,12
2011-07-17,12,23,12,0,12,79,42,45,9,15,43,67,22,9,15,4,33,57,56,10,52,27,7,20,31,34,3,39,0,7,15,6,83,24,16,4,3,7,8,6,15,8,30,16,0,5,0,8,0,29,20,4,3,3,7,31,3,35,63,13
2011-07-24,9,17,17,0,10,87,47,37,10,11,40,61,26,9,16,4,31,48,60,9,50,24,10,19,31,33,3,36,0,7,14,5,75,20,18,5,3,7,11,6,17,10,26,14,0,6,0,8,0,30,18,4,3,3,6,37,3,32,61,9
2011-07-31,10,21,16,0,13,79,41,43,12,12,39,73,26,11,16,5,38,50,58,9,40,24,9,19,29,35,4,42,0,7,15,7,73,24,17,3,3,5,10,4,17,11,24,12,0,5,0,8,0,36,25,5,3,3,6,32,4,34,67,12
2011-08-07,10,23,8,0,11,83,45,45,14,13,46,55,22,14,15,6,34,48,65,8,44,25,9,19,27,38,4,38,0,8,14,4,72,21,15,3,3,7,8,4,25,6,25,9,0,4,0,8,0,24,23,4,5,3,8,37,3,33,72,13
2011-08-14,12,24,12,0,12,79,45,47,11,12,39,61,20,17,13,3,30,53,62,9,46,25,13,17,28,28,4,49,0,7,17,5,79,18,14,3,3,7,12,4,12,9,23,13,0,4,0,6,0,29,24,2,3,4,5,39,4,30,60,10
2011-08-21,12,22,7,0,14,77,46,52,12,14,35,52,24,12,9,4,33,52,59,10,47,26,11,21,33,35,3,40,0,7,13,5,80,23,18,5,3,4,12,4,15,12,25,12,0,7,0,6,0,30,15,4,5,2,6,41,3,32,63,9
2011-08-28,9,16,11,0,13,77,39,44,10,13,34,61,28,11,12,4,31,59,62,8,49,21,8,21,26,33,3,40,0,5,15,5,72,22,13,3,2,5,9,5,16,7,27,16,0,6,0,7,0,23,15,3,3,2,6,32,4,29,59,9
2011-09-04,13,27,12,0,10,79,49,45,9,14,33,51,26,13,9,2,30,58,61,11,42,24,9,19,30,46,6,40,0,6,13,6,75,21,19,3,4,4,9,4,12,7,19,14,0,5,0,7,0,28,17,6,3,3,6,41,3,31,56,9
2011-09-11,10,21,19,0,10,77,41,43,15,10,33,56,38,14,14,3,31,56,68,11,47,24,9,21,33,69,3,37,0,7,16,3,84,22,18,4,2,4,8,4,19,13,27,13,0,5,0,7,0,28,21,3,3,3,4,38,2,30,60,11
2011-09-18,11,18,10,0,9,77,40,46,12,14,38,56,33,13,13,3,25,55,64,12,48,19,9,25,27,58,4,39,0,7,14,5,86,26,12,4,3,6,10,6,13,12,29,13,0,6,0,9,0,34,18,3,3,5,5,30,2,31,61,11
2011-09-25,9,23,11,0,10,75,40,48,13,7,32,60,31,9,12,4,29,40,66,9,43,20,9,22,26,42,3,46,0,7,13,4,73,17,15,3,3,8,8,5,15,11,26,15,0,6,0,6,0,22,19,3,3,4,6,30,3,31,61,10
2011-10-02,13,23,14,0,12,84,42,43,13,15,31,50,26,8,9,4,35,49,64,10,49,21,10,20,27,44,6,44,0,6,14,4,78,22,14,3,2,6,8,5,21,6,21,15,0,5,0,6,0,24,17,4,4,4,8,33,4,31,60,9
2011-10-09,9,20,15,0,10,80,39,45,12,11,32,62,28,9,10,6,34,45,62,10,49,23,12,21,30,46,5,40,0,6,14,5,77,17,13,3,2,5,11,6,18,12,25,16,0,4,6,7,0,27,20,4,4,3,4,34,3,31,63,10
2011-10-16,13,28,19,0,8,85,42,49,14,13,35,55,27,11,11,5,38,45,66,9,52,23,11,19,31,44,4,33,0,6,15,6,80,23,13,4,3,6,7,7,19,12,27,15,0,4,6,8,0,29,13,4,4,4,4,31,3,30,68,11
2011-10-23,9,24,12,0,10,84,38,44,10,12,28,57,29,8,11,9,34,43,62,11,56,19,9,24,31,48,4,37,0,5,14,5,77,24,13,3,2,7,10,5,21,11,21,11,0,4,0,7,0,25,15,3,2,6,5,23,3,31,61,10
2011-10-30,11,24,14,0,9,88,40,46,11,15,29,63,25,9,11,5,28,45,66,11,58,23,9,20,28,42,3,40,0,6,15,5,79,26,18,4,3,6,10,6,14,10,27,12,0,3,0,7,0,29,19,3,3,3,5,36,2,31,60,10
2011-11-06,9,25,10,0,12,91,41,44,10,10,29,75,24,8,17,7,30,48,63,12,58,25,10,21,29,40,4,44,0,6,15,6,86,25,23,5,3,7,8,7,16,18,24,15,0,4,0,6,0,27,18,3,4,3,5,30,2,31,59,9
2011-11-13,11,24,12,0,11,93,44,41,12,12,41,75,28,11,18,5,34,51,60,12,56,25,10,24,30,38,5,42,1,6,18,5,90,24,25,5,5,6,7,5,15,13,28,15,0,5,0,6,0,26,25,3,4,3,5,39,3,32,65,10
2011-11-20,14,29,14,0,12,85,46,43,11,11,39,77,25,9,18,4,32,41,67,10,60,25,8,26,33,34,3,52,1,6,14,7,87,22,28,5,4,6,12,5,16,11,26,18,0,5,0,9,0,30,20,3,4,5,7,34,2,30,64,9
2011-11-27,11,17,14,0,10,89,41,42,11,7,32,63,24,12,14,7,28,42,66,10,48,24,9,22,30,41,3,47,1,7,14,7,82,18,23,3,4,5,10,5,18,12,22,15,0,5,0,6,0,29,18,4,4,2,4,35,3,30,63,9
2011-12-04,10,14,8,0,11,80,39,40,12,11,34,67,25,11,13,5,36,41,68,8,52,26,9,20,24,39,4,44,1,5,13,5,79,22,23,5,3,4,7,4,17,7,35,12,0,0,6,5,0,25,21,4,4,4,5,37,3,31,65,11
2011-12-11,7,21,10,0,9,81,46,44,14,9,38,57,26,12,15,4,29,46,78,8,53,25,9,26,28,42,5,42,1,6,15,6,75,19,33,4,4,6,12,5,18,15,29,13,0,0,0,6,0,27,21,4,3,3,5,37,3,33,61,9
2011-12-18,12,15,8,0,11,78,42,42,14,12,36,62,32,8,15,5,37,44,78,7,55,25,10,23,26,44,6,38,0,8,15,5,76,17,25,4,3,5,11,6,16,9,25,11,0,0,0,7,0,24,24,4,3,4,4,44,2,35,69,10
2011-12-25,13,17,11,0,12,82,43,34,10,12,40,49,21,10,16,5,32,43,84,9,47,22,9,23,20,34,5,34,0,8,14,4,81,19,20,5,4,6,15,7,15,10,21,8,0,0,0,8,0,21,21,4,3,6,7,38,2,34,71,10
2012-01-01,9,16,12,0,9,79,43,42,10,11,45,70,23,12,18,7,32,46,76,8,46,25,10,24,29,40,4,30,0,6,14,6,81,19,18,3,2,6,10,7,20,6,23,13,0,0,0,8,0,24,17,3,3,4,5,38,2,29,69,12
2012-01-08,12,18,14,0,9,85,43,48,11,10,40,84,31,12,16,8,30,46,63,11,50,24,9,20,31,42,4,40,0,5,17,5,81,26,21,4,4,4,12,5,21,9,24,11,0,5,0,8,0,22,12,3,4,4,6,38,2,33,62,11
2012-01-15,16,16,12,0,13,87,44,52,12,13,34,80,25,9,15,8,35,55,66,11,51,24,8,23,29,45,3,38,0,5,15,5,81,25,25,4,3,5,12,5,21,6,25,11,0,5,0,8,0,30,19,3,2,5,6,34,3,35,72,13
2012-01-22,9,19,10,0,12,83,44,45,13,10,38,80,27,11,13,10,37,57,67,9,49,22,10,23,36,42,4,40,0,6,14,7,78,20,24,5,4,5,7,6,18,7,23,13,0,6,5,10,0,33,25,3,3,2,5,36,4,33,72,11
2012-01-29,10,17,12,0,12,83,42,45,8,15,37,79,28,11,14,5,31,46,63,10,51,23,12,23,32,42,6,37,0,5,14,5,75,22,17,5,4,4,9,4,15,7,32,11,0,5,5,8,0,22,19,3,2,2,6,34,3,33,69,11
2012-02-05,17,17,12,0,13,78,48,41,10,12,34,76,31,12,15,8,36,49,63,9,44,27,8,20,26,42,4,41,1,6,14,5,80,20,14,4,4,4,8,4,16,6,39,15,0,4,5,8,0,32,24,3,2,3,7,34,4,35,67,10
2012-02-12,13,24,11,0,12,83,37,45,11,15,31,88,27,10,15,6,34,52,57,8,45,23,10,26,29,39,3,38,1,5,14,6,76,20,16,3,3,5,13,4,17,11,28,13,0,5,5,6,0,24,23,3,2,3,5,34,3,33,68,9
2012-02-19,9,18,10,0,11,83,43,43,12,14,31,76,27,7,14,6,34,53,68,11,44,25,11,23,29,36,4,38,1,6,13,5,73,22,18,3,3,6,10,4,17,7,30,10,0,4,5,5,0,34,14,3,3,4,8,35,3,29,65,10
2012-02-26,13,18,13,0,9,78,40,36,11,15,36,70,23,10,12,6,28,43,64,8,45,21,9,21,28,35,5,42,1,6,12,5,71,19,19,4,2,3,9,5,13,11,33,10,0,4,5,5,0,34,18,3,4,4,7,35,4,30,64,11
2012-03-04,10,15,17,0,12,71,44,44,10,11,28,70,27,9,17,5,31,50,57,10,41,21,8,23,26,44,4,45,1,7,12,5,73,21,14,5,3,6,10,3,19,10,29,12,0,5,0,5,0,25,22,3,2,3,7,30,3,29,61,12
2012-03-11,10,20,12,0,12,80,40,47,13,12,33,78,32,14,17,7,32,58,54,8,44,21,10,22,31,44,4,41,1,5,13,6,73,22,17,6,5,8,7,4,16,7,36,13,0,5,0,6,0,23,22,2,2,3,6,35,4,34,72,12
2012-03-18,8,23,11,0,11,74,42,47,11,17,31,68,27,12,16,5,32,58,64,7,46,24,10,21,26,41,3,43,1,8,13,5,71,19,16,4,8,6,8,7,16,12,37,13,0,6,0,8,0,28,22,3,3,3,7,32,3,31,79,9
2012-03-25,9,16,13,0,9,77,39,43,11,9,34,61,26,12,13,5,29,51,51,8,40,20,8,18,28,37,4,46,1,5,11,4,73,19,17,3,5,5,6,7,11,9,28,10,0,3,0,6,0,22,18,3,4,4,6,34,2,31,70,9
2012-04-01,13,19,18,0,10,82,42,37,11,11,34,57,21,14,13,6,35,46,58,7,44,24,12,21,24,35,5,44,1,6,16,5,67,19,16,3,5,5,9,4,14,9,27,10,0,3,0,8,0,29,15,3,4,3,5,33,3,35,66,9
2012-04-08,7,18,17,0,12,82,40,45,12,13,33,80,25,14,13,6,35,49,57,8,44,22,9,20,26,41,3,44,1,5,14,5,74,16,16,3,5,7,10,5,27,10,26,11,0,3,0,8,12,26,21,2,5,2,6,35,3,31,58,11
2012-04-15,11,18,15,0,12,83,40,40,12,11,27,96,24,9,16,7,32,45,56,10,39,22,9,18,27,32,3,43,1,6,12,6,75,20,15,4,5,6,9,3,21,7,27,15,0,3,0,6,6,25,21,4,3,4,7,23,2,32,64,10
2012-04-22,10,17,9,0,10,74,38,40,10,13,27,100,22,12,12,8,31,46,59,8,40,23,9,19,27,39,3,45,1,6,13,4,62,19,14,4,5,4,9,4,19,10,27,12,0,3,0,6,5,26,34,3,3,2,6,32,3,29,60,9
2012-04-29,13,20,8,0,10,71,44,37,10,13,32,93,21,13,11,5,24,49,67,6,42,19,7,20,26,31,4,38,1,6,15,5,72,21,15,4,3,4,8,4,18,10,28,11,0,3,0,8,5,35,21,2,3,4,9,32,3,30,54,8
2012-05-06,14,20,12,0,11,75,43,38,13,11,27,80,19,11,12,7,32,43,55,9,41,19,7,23,27,31,5,43,1,5,13,6,74,20,13,3,3,4,10,4,14,9,27,15,0,4,5,7,5,29,19,5,3,4,7,24,2,33,56,10
2012-05-13,9,23,12,0,8,79,47,44,9,12,27,71,19,12,11,5,34,46,59,8,44,22,8,18,28,32,5,42,1,4,14,5,78,18,19,5,2,4,10,4,14,10,29,11,0,4,5,7,5,22,22,3,4,3,4,31,2,37,63,9
2012-05-20,10,28,10,0,11,75,41,44,13,16,36,78,22,15,13,7,33,43,53,10,44,24,7,16,31,31,2,42,1,5,13,5,85,19,18,3,3,4,7,5,21,9,30,11,0,3,5,8,5,27,20,3,3,3,5,26,2,31,62,9
2012-05-27,16,25,10,0,10,77,38,38,12,14,31,69,24,19,10,5,29,42,57,9,47,23,7,16,26,33,2,42,1,5,11,5,79,21,14,4,2,4,9,4,19,9,30,8,0,4,5,5,5,24,19,5,3,3,5,27,3,32,64,10
2012-06-03,14,23,11,0,12,74,38,36,11,11,38,75,26,18,11,6,37,47,59,9,50,23,9,23,30,33,4,51,1,4,11,4,76,22,14,4,2,5,10,5,17,6,29,14,0,5,5,8,5,20,20,4,3,3,6,26,3,33,61,9
2012-06-10,11,29,14,0,10,81,42,43,12,10,39,72,22,11,11,7,32,49,59,10,49,23,8,22,27,30,4,46,1,5,11,5,78,19,17,3,3,5,9,5,22,7,28,14,0,4,5,6,5,26,33,2,2,4,5,30,3,34,62,9
2012-06-17,7,32,14,0,11,77,37,45,13,10,33,75,25,12,12,6,41,57,58,12,47,21,9,16,26,36,2,40,1,7,11,5,81,21,16,5,2,8,7,6,16,9,29,16,0,5,5,10,5,18,23,2,3,2,4,31,2,34,62,9
2012-06-24,12,28,14,0,12,83,37,47,10,12,35,69,23,12,11,9,33,52,56,12,46,20,8,18,25,36,4,42,1,6,13,4,81,19,16,5,2,4,10,5,17,5,23,16,0,5,6,5,7,23,19,2,2,3,5,27,2,33,58,9
2012-07-01,11,29,8,0,10,85,40,47,12,11,34,78,25,11,10,7,34,49,61,9,50,22,9,19,29,39,4,46,1,6,13,5,75,21,16,7,3,5,11,4,16,8,27,15,0,4,4,6,11,22,18,2,3,2,9,29,3,32,59,11
2012-07-08,8,23,13,0,11,85,40,48,12,10,30,78,24,11,11,6,31,55,62,11,46,21,9,23,33,37,3,46,1,5,13,4,85,22,17,8,3,4,8,3,18,8,35,14,0,4,4,7,9,18,21,7,2,3,7,26,3,32,64,9
2012-07-15,12,17,14,0,11,84,44,41,10,13,34,82,23,12,12,8,30,45,62,13,47,23,10,18,30,34,2,46,1,6,12,7,92,23,16,5,3,6,9,6,20,8,27,16,0,5,4,4,7,22,28,3,2,3,6,30,3,31,64,10
2012-07-22,14,25,12,0,11,78,40,41,11,15,33,81,21,11,14,5,33,49,56,9,42,24,12,17,31,33,3,45,1,6,12,6,84,21,16,5,3,3,9,3,15,8,31,13,0,5,4,6,7,26,18,3,2,3,5,29,2,33,59,10
2012-07-29,11,20,11,0,8,70,38,40,10,10,34,66,22,8,13,4,27,43,58,7,38,20,8,17,24,34,3,39,1,6,10,4,81,16,14,5,2,4,9,4,18,10,31,10,0,5,5,6,4,20,20,3,3,4,6,26,2,27,65,8
2012-08-05,17,17,9,0,8,66,35,36,11,13,35,59,23,11,10,6,30,42,62,7,39,20,7,21,28,83,3,41,1,7,12,4,80,17,13,4,2,4,9,5,15,9,20,9,0,4,6,8,6,21,21,2,2,3,6,31,2,32,61,8
2012-08-12,15,22,9,0,10,81,37,44,12,13,35,63,24,11,10,6,35,52,56,12,41,21,7,16,29,47,4,41,1,5,10,5,100,21,15,4,3,4,10,6,12,9,24,12,0,3,6,4,6,19,21,3,3,4,6,28,2,33,59,9
2012-08-19,15,22,11,0,11,77,36,42,12,13,38,64,23,11,10,5,36,45,52,9,47,21,8,18,26,42,4,40,1,7,12,6,96,20,14,4,3,3,8,3,15,5,21,15,0,5,6,7,7,23,21,4,3,4,6,31,3,31,60,9
2012-08-26,9,27,10,0,13,72,35,39,11,11,34,61,22,11,9,6,29,47,60,8,40,23,8,20,21,39,3,42,1,6,11,5,81,17,14,6,2,4,8,3,11,8,24,13,0,5,6,6,4,27,23,4,2,4,6,29,3,30,60,8
2012-09-02,12,16,12,0,12,70,38,38,12,16,35,59,25,10,11,6,26,41,61,8,43,18,7,23,27,42,3,43,1,6,12,5,77,19,11,4,3,5,9,5,15,9,22,13,0,5,6,4,5,24,20,5,2,4,6,27,3,30,61,9
2012-09-09,10,21,13,0,13,78,38,40,11,15,39,62,24,9,13,6,34,48,59,9,42,22,9,21,24,38,4,39,1,6,12,5,77,18,16,4,3,5,8,3,17,10,23,14,0,4,6,7,5,26,23,4,2,3,7,29,2,30,60,10
2012-09-16,11,18,10,0,10,78,42,43,9,13,34,57,20,11,9,6,34,43,56,9,44,20,8,22,27,38,4,46,1,6,10,5,80,19,15,4,2,4,11,4,15,9,23,13,0,5,4,5,5,26,18,4,3,3,6,28,2,32,64,9
2012-09-23,12,18,14,0,11,78,37,37,12,16,36,55,25,8,13,6,29,41,55,10,40,19,9,15,28,42,6,40,2,6,12,5,76,20,14,4,2,3,12,5,14,10,27,10,0,3,4,5,6,27,23,3,2,3,5,28,2,25,64,8
2012-09-30,11,19,10,0,11,77,39,35,12,15,35,57,24,8,13,8,33,45,56,8,45,19,11,20,23,40,3,43,1,6,12,5,70,20,14,6,2,3,7,6,13,7,18,12,0,3,4,7,12,23,22,5,2,3,5,28,2,33,58,10
2012-10-07,13,19,9,0,9,77,36,39,10,13,37,61,26,11,13,7,34,41,59,9,37,22,10,18,25,40,3,40,1,6,11,5,80,22,17,3,3,5,9,4,18,10,26,10,0,4,4,8,7,20,16,4,3,4,6,28,2,28,56,12
2012-10-14,11,18,12,0,12,73,39,37,11,11,37,63,24,12,11,6,32,39,54,9,44,18,10,17,29,35,5,42,1,5,10,4,76,17,20,4,3,4,9,4,13,8,23,10,0,3,4,5,7,23,17,4,2,3,5,22,3,32,62,9
2012-10-21,9,23,9,0,8,79,38,38,12,16,34,62,24,11,13,4,37,50,84,9,46,23,8,20,25,39,3,48,1,6,12,5,73,18,15,4,3,5,11,5,11,8,23,11,0,4,4,8,4,24,21,3,4,4,5,26,2,32,60,11
2012-10-28,13,15,8,0,9,69,38,34,12,12,28,57,21,11,13,4,36,41,68,8,41,18,9,18,22,34,3,43,1,5,10,5,68,17,13,4,4,4,12,4,13,5,23,13,0,4,5,5,4,22,17,2,2,2,4,28,3,30,58,10
2012-11-04,11,15,12,0,12,78,40,36,12,15,37,68,26,9,13,4,33,44,62,9,43,17,9,22,27,37,2,41,1,5,11,4,76,21,16,4,3,3,11,5,14,7,21,13,0,4,5,7,7,27,15,4,2,3,5,28,2,33,61,13
2012-11-11,11,22,11,0,12,73,39,44,12,14,36,69,25,8,17,5,31,47,62,8,42,21,8,18,24,41,4,40,2,7,13,5,72,22,17,3,3,6,10,4,18,11,23,15,0,4,5,4,4,21,23,4,3,3,7,29,1,31,57,12
2012-11-18,8,16,10,0,11,78,43,40,11,13,35,65,28,11,13,7,31,43,65,11,38,21,8,20,27,40,3,43,1,7,13,5,72,21,18,3,3,5,9,4,21,7,21,11,0,4,6,7,4,27,17,5,2,3,7,29,2,35,61,12
2012-11-25,8,17,9,0,11,77,40,36,11,13,36,61,23,12,13,5,39,41,63,8,44,23,8,19,27,34,3,40,1,5,14,4,74,21,14,3,4,5,9,4,14,10,26,12,0,3,6,4,4,29,18,3,0,3,8,35,2,33,60,11
2012-12-02,10,13,7,0,11,78,44,38,11,10,37,57,27,9,10,5,31,42,66,7,41,20,9,21,27,35,3,44,1,5,11,4,72,20,16,3,3,5,8,5,13,8,24,9,0,3,7,6,5,28,27,3,0,3,6,30,3,30,61,9
2012-12-09,12,16,10,0,11,73,48,36,13,14,34,61,26,9,11,6,32,43,81,7,43,20,9,19,28,32,4,42,1,6,11,4,71,18,15,5,2,4,10,3,14,6,27,10,0,4,0,5,6,16,21,4,0,3,7,33,2,33,62,9
2012-12-16,18,15,9,0,11,78,45,41,11,15,44,64,28,9,16,6,35,52,83,9,44,21,7,25,28,37,3,46,0,6,14,4,67,21,13,4,2,4,10,5,17,9,25,14,0,5,0,0,7,35,22,4,0,3,5,39,2,34,66,9
2012-12-23,13,18,7,0,11,83,50,37,12,17,51,51,34,7,16,6,36,57,94,7,41,22,8,23,24,44,3,45,0,7,16,5,68,20,16,4,2,4,9,6,15,8,31,8,0,3,0,0,8,23,27,5,0,3,6,42,3,34,61,10
2012-12-30,9,24,10,0,12,90,54,43,17,15,42,71,35,9,14,6,31,52,82,8,43,23,10,28,21,49,3,48,0,6,15,4,79,23,14,4,3,5,9,6,16,7,35,12,0,3,0,0,5,30,23,5,0,3,3,45,3,32,66,11
2013-01-06,11,24,16,0,10,89,50,51,14,15,41,74,30,12,19,7,36,54,73,10,44,23,10,27,32,36,4,42,0,6,15,4,79,22,23,5,2,5,10,6,13,7,30,13,0,3,0,0,5,31,24,4,2,2,5,38,2,41,61,11
