Week,chrysler,citroen,daihatsu,faw,fiat,ford,honda,hyundai,isuzu,jaguar,jeep,kia,landrover,lexus,lotus,mahindra,mazda,mercedes,mini,mitsubishi,nissan,opel,peugeot,porsche,renault,rover,saab,smart,ssangyong,subaru,suzuki,tata,toyota,volkswagen,volvo,bentley,chana,chery,colt,datsun,dodge,ducati,ferrari,gwm,fiatprofessional,geely,hino,hummer,infiniti,kawasaki,lamborghini,maserati,proton,rollsroyce,triumph,yamaha,alfaromeo,audi,bmw,chevrolet
2013-01-13,9,25,7,0,11,89,55,50,15,13,46,75,31,15,14,6,31,50,66,9,48,22,9,25,27,41,4,48,0,7,15,5,85,23,23,4,2,3,7,4,15,10,23,17,0,3,7,0,6,25,16,3,3,5,5,31,3,40,60,10
2013-01-20,13,21,11,0,12,87,43,47,15,15,42,75,31,7,10,6,33,51,69,11,47,21,10,18,32,42,3,49,1,6,15,6,80,22,17,4,2,4,12,4,16,6,21,12,0,4,5,0,6,23,18,2,3,4,4,33,4,37,69,10
2013-01-27,11,19,13,0,9,82,47,45,14,11,37,75,27,10,16,5,32,56,70,9,44,19,9,21,26,36,4,45,1,8,15,4,78,22,17,3,4,5,10,4,11,9,27,11,0,3,5,5,4,25,24,3,3,3,5,31,2,33,63,13
2013-02-03,9,21,12,0,11,85,46,44,12,12,40,75,27,11,12,7,32,52,66,11,46,21,9,20,27,38,3,45,1,6,13,4,73,24,13,4,3,3,13,3,18,6,28,8,0,3,5,6,4,24,26,4,3,7,6,34,3,32,65,10
2013-02-10,15,21,12,0,13,83,47,47,11,14,37,71,26,12,9,6,28,48,66,12,39,21,9,20,31,36,4,43,1,5,11,5,67,27,18,3,3,3,9,3,16,8,26,14,0,3,5,5,4,29,25,5,3,3,8,30,2,35,63,10
2013-02-17,13,17,10,0,12,92,42,43,13,12,33,65,24,10,15,6,30,51,68,10,45,19,9,21,27,33,3,43,1,6,13,4,76,22,16,4,3,4,7,7,17,9,23,11,0,2,5,5,4,26,20,2,3,3,6,28,3,32,63,8
2013-02-24,11,18,9,0,10,80,45,40,13,13,33,61,28,13,12,6,26,56,67,11,43,17,9,20,30,40,4,41,1,5,12,5,70,20,15,4,4,4,11,15,15,8,22,12,0,3,5,5,4,24,26,3,2,3,6,23,2,31,59,10
2013-03-03,11,20,12,0,10,80,47,42,14,13,35,73,26,9,12,6,27,53,68,9,43,17,8,23,28,36,3,44,1,5,13,5,75,23,17,5,2,7,11,4,12,7,32,11,0,4,5,5,5,26,43,4,2,6,4,31,2,33,61,10
2013-03-10,12,21,11,0,13,87,44,39,21,13,43,76,27,16,11,7,28,57,74,9,46,20,10,23,25,41,4,45,1,6,12,4,73,25,17,3,3,4,9,7,14,7,28,13,0,3,5,6,5,22,34,4,2,4,7,36,2,35,64,9
2013-03-17,10,19,13,0,11,89,41,46,20,14,36,71,30,14,13,6,30,63,81,9,43,20,8,25,30,40,3,47,1,6,13,4,78,23,17,5,2,5,9,5,18,8,31,9,0,4,5,7,6,27,28,4,2,4,6,39,3,38,63,11
2013-03-24,10,21,11,0,13,89,40,45,18,14,42,70,33,15,12,6,32,67,75,10,44,21,8,24,27,44,4,46,1,6,12,5,65,20,15,4,3,3,7,4,12,6,26,9,0,4,5,7,7,29,20,3,2,4,6,30,3,37,58,10
2013-03-31,11,17,9,0,10,91,43,46,21,15,33,68,33,12,9,5,30,62,80,9,45,19,9,25,27,47,3,43,1,6,13,6,74,21,14,7,4,4,13,4,14,7,24,13,0,5,5,8,6,24,22,4,2,3,6,28,1,35,61,9
2013-04-07,9,22,14,0,11,95,44,48,18,12,39,79,29,11,13,6,31,72,68,9,45,21,9,24,32,41,4,45,1,6,12,5,78,22,15,6,3,4,9,5,17,8,26,11,0,3,5,6,5,22,32,5,3,5,4,28,3,35,62,10
2013-04-14,14,28,8,0,11,92,43,52,17,14,40,73,27,13,12,7,33,76,76,11,41,19,9,24,30,38,3,45,1,7,14,5,85,23,17,7,2,5,9,5,20,7,28,8,0,3,5,6,4,24,20,3,3,3,6,31,2,37,64,11
2013-04-21,12,26,12,0,10,89,40,47,17,14,35,74,25,11,11,6,33,73,73,10,43,18,8,26,34,37,3,48,1,6,13,5,78,19,17,8,4,6,10,5,16,9,20,14,0,3,5,7,5,20,23,3,2,3,5,32,3,36,62,9
2013-04-28,10,22,7,0,11,86,43,43,11,14,33,67,29,8,11,6,30,64,80,8,43,18,9,23,32,41,3,53,1,6,13,5,75,20,19,6,3,4,8,5,16,10,21,11,0,3,6,6,5,24,21,4,4,3,6,31,2,34,64,8
2013-05-05,12,24,9,0,10,81,39,45,14,13,34,64,26,10,11,6,32,65,70,9,44,19,9,23,37,40,3,52,1,5,13,5,75,24,14,7,2,4,8,5,12,9,22,11,0,3,6,5,6,18,26,5,3,4,6,32,3,35,59,11
2013-05-12,10,17,11,0,11,92,38,43,11,17,36,67,30,9,12,6,35,69,67,8,48,19,9,22,53,41,2,49,1,7,11,4,73,19,18,6,6,4,9,5,14,8,21,11,0,3,8,5,4,28,29,4,3,4,8,32,2,34,59,10
2013-05-19,15,21,15,0,11,86,43,43,13,15,38,68,24,11,11,6,33,59,74,9,49,21,8,21,48,39,4,47,1,7,12,4,75,21,18,5,6,4,9,5,16,8,32,13,0,5,8,4,4,24,22,3,3,4,5,27,2,34,62,10
2013-05-26,9,18,10,0,12,84,41,42,11,13,35,69,26,9,11,5,31,54,79,10,45,17,10,20,40,35,3,46,1,7,12,4,72,24,13,5,6,3,8,6,18,5,25,10,0,4,9,5,4,27,21,3,2,4,6,27,3,34,64,7
2013-06-02,12,17,10,0,13,85,40,43,12,13,32,73,29,9,10,6,31,57,71,8,44,16,11,21,39,37,2,51,1,7,13,4,73,21,16,6,6,3,9,6,19,8,27,10,0,3,6,4,4,23,22,3,3,4,6,34,3,33,59,8
2013-06-09,10,19,9,0,10,80,41,46,13,13,32,70,24,9,10,4,28,53,78,10,42,19,9,26,40,36,3,50,1,6,11,5,78,19,17,6,4,3,9,5,16,5,25,11,0,3,5,6,7,23,30,4,2,5,6,24,2,35,60,10
2013-06-16,10,24,11,3,10,84,44,47,13,17,40,64,33,10,12,6,31,56,79,9,43,23,9,25,36,40,3,57,1,6,12,6,79,20,15,5,7,4,8,8,18,9,21,9,0,4,6,5,5,32,23,3,3,5,5,27,3,38,65,10
2013-06-23,10,23,11,0,10,85,40,42,13,16,32,59,25,11,11,7,33,55,79,10,45,19,8,24,37,36,3,49,1,5,13,7,78,20,15,5,5,4,10,4,19,8,23,13,0,3,7,5,5,20,20,2,2,5,7,29,2,36,69,10
2013-06-30,14,23,8,0,10,89,37,42,12,24,33,69,23,11,11,6,30,61,77,9,46,20,10,22,34,33,4,54,1,6,13,6,73,21,15,4,4,4,10,7,20,8,27,12,0,3,6,5,8,28,16,5,4,3,6,30,2,32,64,9
2013-07-07,9,21,11,0,12,93,41,50,15,36,37,69,29,12,13,7,28,67,81,8,49,21,11,22,38,41,4,52,1,4,12,5,80,20,16,3,4,3,12,7,19,10,26,7,0,3,5,5,8,20,17,4,3,3,5,26,3,31,68,9
2013-07-14,11,23,8,0,11,90,45,39,12,33,36,67,29,14,11,4,30,67,81,10,47,19,10,22,33,41,4,62,1,6,10,7,74,19,16,3,6,4,9,13,15,9,27,11,0,3,5,6,5,22,31,3,3,3,6,27,3,37,66,9
2013-07-21,11,21,10,0,12,91,40,44,10,27,32,69,29,14,11,5,31,58,76,9,48,20,8,22,32,40,4,54,1,6,11,6,76,21,18,5,6,4,12,6,11,7,24,7,0,2,5,4,6,22,23,2,2,3,6,28,2,35,67,9
2013-07-28,9,20,11,3,9,83,42,39,12,24,34,58,25,15,10,6,27,55,80,8,44,19,10,24,31,36,4,54,1,5,10,5,74,21,12,4,4,4,7,7,13,7,23,8,0,5,5,6,4,21,30,2,2,4,5,29,3,34,69,9
2013-08-04,12,19,10,3,13,97,40,37,12,23,41,62,26,12,10,4,29,65,91,8,45,20,8,23,33,35,2,50,1,6,13,5,72,21,16,4,4,5,10,7,13,5,24,10,0,6,6,4,5,22,42,4,3,4,6,29,2,32,63,10
2013-08-11,10,18,9,3,12,99,40,45,10,17,43,61,26,10,11,6,30,60,85,8,50,19,8,24,36,39,3,53,1,7,13,5,72,23,13,4,3,5,11,8,14,4,26,10,0,6,6,5,7,24,27,7,4,3,7,24,3,30,66,10
2013-08-18,10,19,11,3,11,95,37,43,11,17,41,65,28,11,12,7,30,55,87,8,44,22,8,23,39,37,3,59,0,4,10,4,73,19,16,3,3,4,9,7,13,7,24,10,0,4,6,4,7,21,27,6,4,4,5,27,3,34,73,8
2013-08-25,8,20,9,3,11,99,38,38,11,14,44,66,26,10,10,5,30,51,83,7,44,20,10,21,40,33,3,55,0,5,11,5,77,17,16,3,4,5,8,3,15,5,23,7,0,3,5,6,5,21,21,4,3,3,5,27,2,30,64,10
2013-09-01,8,16,9,3,9,100,37,43,13,16,40,63,26,9,11,5,31,57,83,9,49,20,8,20,43,38,3,59,0,5,12,4,71,16,17,3,3,5,9,5,15,9,23,9,0,4,4,7,5,21,17,3,3,3,5,30,2,31,61,10
2013-09-08,11,17,9,3,13,98,40,42,13,18,39,58,26,10,11,6,28,55,80,9,54,20,8,19,49,36,4,51,0,4,12,5,81,21,17,4,3,8,8,5,10,9,30,15,0,5,6,4,9,21,21,4,4,3,6,30,3,32,60,11
2013-09-15,8,19,14,3,10,95,44,42,13,15,38,64,27,11,12,6,32,54,80,8,50,21,8,20,52,36,3,53,0,6,13,5,70,20,19,4,3,5,9,5,12,8,23,12,0,4,7,4,6,26,27,2,2,3,5,25,2,32,65,10
2013-09-22,9,17,11,3,14,98,42,38,12,14,41,65,25,8,12,5,31,57,83,9,45,22,10,22,45,37,3,50,1,5,12,6,70,17,15,3,2,3,8,5,17,9,23,14,0,3,4,5,7,22,28,4,2,4,5,29,2,29,61,9
2013-09-29,9,18,10,3,9,88,38,39,12,17,37,63,22,8,11,6,28,58,83,9,49,18,8,17,42,36,3,55,1,5,10,5,67,16,13,3,2,4,10,5,13,9,22,11,0,3,4,5,4,23,28,2,3,3,7,27,2,29,62,8
2013-10-06,8,15,10,3,9,81,38,37,13,19,36,62,24,10,12,8,30,50,79,8,47,22,7,20,50,39,2,56,1,6,11,5,71,18,16,3,2,4,6,5,15,6,22,15,0,4,4,5,4,24,30,5,1,4,5,25,2,31,64,9
2013-10-13,8,19,10,3,9,90,37,41,13,16,41,61,29,9,13,5,27,60,80,9,44,20,8,24,43,41,3,54,1,6,11,4,73,18,16,4,3,6,11,5,12,9,22,12,0,3,5,3,7,17,29,5,2,4,7,30,2,32,69,10
2013-10-20,6,19,9,3,11,86,37,39,12,16,38,55,23,10,12,6,30,61,88,8,43,20,10,17,45,41,2,49,1,5,11,4,70,19,17,3,3,5,10,5,14,9,23,11,0,3,6,5,6,20,24,4,3,5,6,24,2,29,66,9
2013-10-27,7,15,8,3,9,85,36,32,11,12,39,55,29,9,8,5,26,60,79,7,42,21,7,15,35,42,3,44,1,5,10,3,67,16,14,4,100,5,8,6,14,4,19,10,0,2,7,4,3,19,24,2,2,4,6,25,2,32,64,9
2013-11-03,9,15,7,3,10,91,40,34,10,18,38,55,25,10,10,4,30,55,82,7,43,20,9,19,39,42,2,50,1,4,11,4,70,16,14,3,14,5,8,4,12,8,25,11,0,3,4,4,7,24,18,3,1,4,6,26,2,29,64,9
2013-11-10,8,16,8,3,11,86,39,35,10,18,37,55,22,10,9,5,28,49,86,7,45,22,9,20,35,40,2,51,1,4,10,4,72,16,15,4,7,6,7,5,16,8,22,8,0,2,5,5,4,19,21,3,2,3,5,28,2,31,64,8
2013-11-17,8,14,6,3,9,86,37,36,11,14,36,52,22,9,10,5,28,56,86,7,43,21,7,22,33,37,3,47,1,5,11,4,68,17,25,3,7,3,9,5,14,7,23,10,0,3,5,3,5,20,24,3,3,3,3,25,2,30,61,9
2013-11-24,8,15,8,6,10,77,34,30,12,13,31,47,18,8,9,5,29,43,83,8,38,18,8,19,32,32,3,47,1,4,10,3,66,17,16,3,7,3,9,4,16,6,22,7,0,1,3,3,5,18,21,3,2,4,5,24,2,28,58,9
2013-12-01,7,13,8,3,8,77,30,29,11,12,31,40,17,8,7,3,27,40,87,7,37,19,7,30,27,30,4,45,1,3,8,12,62,16,15,4,5,4,8,5,14,7,21,9,0,1,3,4,4,17,23,4,2,3,4,21,1,28,54,6
2013-12-08,7,11,7,3,9,70,31,28,9,11,33,44,18,6,9,3,24,39,86,6,37,19,7,19,26,30,2,43,1,4,9,12,59,14,11,2,4,4,9,5,14,7,19,7,0,2,2,4,3,18,23,3,2,3,4,23,1,26,54,8
2013-12-15,6,11,8,3,11,74,34,30,9,13,32,46,19,8,8,2,24,45,97,5,36,18,8,18,28,33,3,40,1,3,8,7,61,13,14,3,5,3,8,4,14,6,22,6,0,2,2,5,4,16,29,3,2,4,5,22,2,28,58,7
2013-12-22,8,11,4,5,7,68,30,25,7,12,32,34,15,7,8,3,23,40,100,6,30,17,5,19,25,29,3,38,0,4,9,4,55,11,13,3,6,2,6,6,14,7,24,5,0,2,2,5,3,15,24,4,2,3,5,22,2,28,56,7
2013-12-29,9,12,2,3,9,69,31,26,9,12,33,40,18,8,12,3,22,40,94,6,32,16,5,14,24,32,1,37,0,5,9,4,63,13,10,3,5,2,8,5,14,6,19,6,0,2,2,4,3,18,26,4,2,4,4,22,2,28,57,6
2014-01-05,8,10,8,2,9,77,33,35,9,11,35,44,17,8,10,3,26,45,89,6,36,19,7,16,27,29,3,43,0,5,9,4,69,17,18,3,4,4,8,5,14,6,21,7,0,2,2,4,4,15,24,2,1,4,4,26,1,31,57,8
2014-01-12,7,14,8,2,8,73,34,32,8,11,30,46,18,9,9,5,27,47,84,7,37,19,6,15,28,31,2,40,0,5,10,4,65,16,13,3,5,3,7,5,11,5,18,8,0,2,5,5,5,18,20,4,2,4,3,21,2,27,55,8
2014-01-19,6,19,7,2,10,76,33,31,10,12,28,49,17,10,11,4,34,42,78,6,34,19,7,17,30,29,2,38,0,4,10,5,68,13,13,4,4,4,6,6,11,6,22,6,0,2,4,5,3,16,19,2,1,3,3,22,1,29,57,7
2014-01-26,7,16,7,3,8,72,32,28,8,10,30,45,17,8,9,3,29,38,81,7,38,17,7,15,29,26,2,45,0,5,10,5,60,14,10,3,4,3,6,4,13,5,23,7,0,1,2,6,3,18,16,2,2,3,3,21,2,27,52,7
2014-02-02,7,14,8,2,10,70,31,28,8,11,25,47,16,9,9,3,26,37,77,7,35,16,6,14,30,26,3,43,1,4,11,4,62,13,11,2,5,4,8,5,9,5,20,5,0,1,3,5,3,20,21,2,1,4,3,22,2,27,53,7
2014-02-09,7,15,5,2,8,72,30,29,10,10,26,45,18,8,9,4,24,40,76,6,37,18,6,13,27,28,2,42,1,4,10,4,63,11,10,3,5,4,5,8,13,5,27,7,0,1,3,6,2,21,18,3,3,4,3,22,2,28,56,7
2014-02-16,6,15,7,2,8,72,31,30,10,13,27,45,17,6,9,4,28,44,75,5,37,17,8,16,32,30,3,39,1,4,10,5,66,14,12,3,6,3,8,5,10,5,18,7,0,2,4,3,5,20,19,2,2,3,4,19,2,27,55,6
2014-02-23,5,16,6,2,8,69,31,26,9,13,26,46,17,9,8,3,28,41,78,6,34,16,6,16,32,27,2,39,1,4,10,4,61,13,10,3,5,3,6,4,10,6,17,6,0,2,4,5,3,20,21,3,2,3,3,21,2,26,55,6
2014-03-02,7,11,7,3,8,68,28,24,8,12,28,43,16,9,7,3,26,40,76,5,35,17,5,17,27,31,2,40,0,5,10,4,60,12,11,2,5,4,8,4,10,5,18,8,0,1,3,4,3,18,19,3,2,3,4,18,2,23,51,7
2014-03-09,5,13,7,2,7,68,30,30,9,11,32,45,17,9,8,4,26,42,74,6,36,18,7,16,29,33,2,41,0,4,9,4,68,12,11,3,4,2,6,3,13,5,21,7,0,2,5,5,3,16,19,3,2,3,4,20,2,26,54,7
2014-03-16,6,16,6,3,8,72,34,28,7,10,32,45,16,8,8,4,23,43,79,7,36,17,10,19,30,30,2,38,0,4,9,4,66,13,11,3,3,3,6,5,14,6,20,8,0,2,3,4,2,18,18,3,2,4,4,21,2,27,55,7
2014-03-23,6,16,5,2,8,72,29,28,8,10,29,41,15,8,7,4,23,40,80,6,36,16,8,16,33,28,2,40,0,4,10,5,62,14,11,3,4,2,7,4,12,6,17,10,0,2,2,4,4,17,18,2,1,4,4,23,1,25,55,7
2014-03-30,8,16,8,2,8,78,31,30,10,12,30,48,19,9,6,5,25,44,76,7,35,15,6,20,37,34,2,46,0,4,10,3,66,15,13,3,5,3,8,4,13,5,20,9,0,2,3,4,5,17,22,3,2,3,4,22,2,26,60,7
2014-04-06,8,14,5,2,7,79,33,36,8,12,36,46,20,7,9,5,27,43,74,8,37,18,6,15,36,31,2,44,0,4,10,4,70,14,13,4,5,2,7,5,15,6,19,9,0,1,4,4,4,20,19,3,2,3,3,23,1,29,63,7
2014-04-13,10,13,5,2,8,82,33,31,12,14,33,47,21,8,8,5,27,48,72,7,38,17,8,16,36,35,2,45,0,4,12,4,66,14,13,3,5,3,9,5,14,7,20,6,0,2,5,5,3,20,23,3,1,3,3,25,2,30,61,7
2014-04-20,10,15,7,2,9,82,34,32,9,11,36,50,23,9,8,5,24,50,76,6,40,17,7,17,29,35,2,48,1,4,12,4,67,14,13,3,4,3,9,7,16,8,20,10,0,3,4,4,3,19,22,2,2,4,5,26,2,29,66,9
2014-04-27,9,14,5,2,7,74,33,26,9,12,37,53,20,8,9,4,24,50,80,6,38,17,7,15,31,33,2,44,1,4,12,4,64,13,12,4,5,3,6,4,11,7,24,8,0,2,3,5,5,22,20,3,2,4,4,25,2,29,67,8
2014-05-04,8,11,7,2,7,68,32,28,9,11,38,42,17,7,9,5,22,49,72,7,35,17,6,15,30,29,3,46,0,4,11,4,67,12,13,3,4,3,7,4,13,6,20,7,0,2,4,4,3,21,21,3,2,4,4,22,1,30,59,7
2014-05-11,7,13,7,2,7,75,29,34,9,12,36,43,18,8,7,4,26,56,73,5,41,18,6,16,33,28,3,41,1,4,10,4,66,17,13,3,4,2,8,6,14,5,19,6,0,2,3,3,3,19,21,5,2,3,4,19,2,31,63,7
2014-05-18,11,12,6,3,7,82,32,32,10,13,37,50,20,8,10,4,25,51,76,6,40,17,6,15,33,31,3,45,1,5,11,4,68,16,14,3,4,2,6,6,14,7,19,8,0,1,4,3,3,20,22,3,3,5,6,25,1,30,64,8
2014-05-25,9,14,6,2,8,74,35,30,10,12,35,46,19,7,9,5,30,46,78,6,41,19,7,15,30,30,2,49,1,5,10,4,67,14,15,3,4,3,7,6,14,7,23,9,0,3,4,4,3,21,21,3,2,3,5,23,1,26,65,7
2014-06-01,8,11,5,2,7,77,33,31,9,15,44,41,19,9,8,4,28,55,80,7,43,19,6,16,30,31,3,50,1,5,9,4,68,14,12,3,5,3,8,5,11,8,19,9,0,2,4,4,4,18,17,3,3,4,4,24,1,28,64,7
2014-06-08,8,13,9,3,7,77,34,31,11,16,39,48,20,8,8,5,31,58,73,6,39,20,6,16,30,32,2,50,0,6,9,4,73,16,14,4,4,3,6,9,12,7,24,10,0,2,4,4,3,21,19,3,2,3,4,21,1,28,66,8
2014-06-15,7,12,7,4,9,78,35,33,10,16,39,53,20,7,7,5,28,46,80,6,41,20,6,17,31,30,2,49,1,6,10,4,70,13,13,3,4,3,6,7,12,5,19,7,0,2,4,6,6,18,25,3,2,3,5,22,2,30,62,7
2014-06-22,7,14,9,3,8,81,32,34,10,16,40,53,22,8,9,4,26,50,76,7,42,19,7,15,34,33,3,49,0,5,10,4,71,17,15,3,5,3,9,7,14,4,21,7,0,2,4,5,6,17,18,3,2,3,5,20,1,29,60,7
2014-06-29,9,12,6,3,8,71,31,32,9,15,30,45,14,8,16,5,24,41,81,7,39,15,6,14,29,27,1,44,1,4,9,3,64,15,12,2,3,2,6,6,11,5,19,8,0,1,4,4,4,16,20,2,2,4,4,21,2,27,60,8
2014-07-06,7,14,8,6,10,86,31,33,10,15,33,53,16,8,11,5,28,46,78,7,40,20,7,19,32,29,2,49,1,5,9,4,68,17,11,4,3,3,7,5,14,3,20,7,0,1,4,4,3,15,21,3,1,3,4,17,1,29,63,8
2014-07-13,9,12,7,6,8,85,33,36,11,17,39,58,16,7,10,5,28,45,79,7,42,20,6,16,33,28,3,49,1,5,10,5,75,17,12,3,4,2,6,7,12,5,23,9,0,2,3,5,6,18,19,3,1,3,4,21,2,31,67,8
2014-07-20,6,11,7,3,9,82,34,35,10,13,33,48,19,7,10,4,27,44,83,7,40,18,7,22,28,27,2,52,1,4,9,4,71,14,15,3,4,3,9,6,12,5,23,7,0,2,4,5,7,14,21,3,2,4,3,21,2,30,68,8
2014-07-27,7,12,8,4,7,78,31,31,9,12,29,40,16,7,7,4,26,40,76,6,37,16,6,31,26,27,2,47,1,4,9,4,69,13,11,3,4,3,10,6,15,5,19,7,0,2,6,4,4,18,20,2,3,3,4,22,2,29,62,8
2014-08-03,6,13,6,3,8,84,31,30,10,15,31,40,16,8,9,3,25,43,82,9,37,17,6,16,29,27,3,47,1,4,9,3,63,15,10,3,4,3,9,5,14,5,22,8,0,2,5,5,5,18,18,3,2,4,5,22,2,27,63,7
2014-08-10,8,9,6,3,7,86,32,33,10,12,33,41,17,8,11,4,27,41,78,10,37,18,6,16,26,32,2,48,0,4,9,4,70,16,12,4,3,3,7,4,16,6,20,8,0,1,6,5,2,18,24,3,2,5,5,21,2,29,64,7
2014-08-17,6,12,5,3,9,80,30,30,10,14,35,44,17,9,10,4,27,44,76,8,39,20,6,17,27,29,3,42,0,4,9,4,65,16,14,3,4,3,8,6,12,7,22,9,0,2,5,4,4,20,22,2,2,3,3,21,3,28,61,7
2014-08-24,7,11,6,3,9,80,31,30,10,15,32,44,18,9,7,4,27,43,76,8,39,18,6,16,26,30,3,50,0,4,10,3,66,14,14,2,3,3,7,6,13,6,19,8,0,2,6,5,6,18,20,3,2,4,4,20,2,28,59,7
2014-08-31,8,12,6,2,8,80,32,27,10,13,31,42,18,9,9,5,25,44,80,7,37,20,6,16,28,31,3,50,0,4,10,4,67,14,12,4,2,3,9,6,14,7,20,8,0,2,6,4,4,17,27,4,4,4,5,21,2,27,65,8
2014-09-07,6,13,7,2,8,77,31,29,11,16,34,45,19,9,9,5,26,43,79,7,37,18,6,14,31,31,2,48,0,4,9,4,66,15,14,3,5,2,7,6,13,5,20,8,0,2,4,5,3,16,21,2,2,4,4,19,2,30,67,8
2014-09-14,7,13,6,3,8,77,30,30,12,15,32,48,18,7,9,5,28,49,75,7,37,19,6,14,31,32,2,47,0,4,11,3,68,15,14,3,5,3,7,6,12,5,19,5,0,2,3,5,3,19,22,2,2,4,4,22,2,29,64,8
2014-09-21,6,13,7,3,9,80,30,27,12,12,32,42,18,8,7,5,29,43,80,7,38,17,5,16,30,28,3,44,0,5,11,3,68,13,12,4,9,2,7,7,14,6,21,6,0,2,4,4,5,17,27,4,2,3,5,24,2,27,61,7
2014-09-28,7,11,5,3,8,76,32,26,11,14,30,41,19,7,10,4,28,45,80,7,39,19,5,17,29,31,3,49,0,4,9,4,65,14,14,4,10,1,8,5,13,8,22,6,0,1,4,4,5,23,23,3,2,4,4,19,1,28,61,7
2014-10-05,7,13,5,3,7,84,31,32,12,16,30,44,17,8,10,4,30,45,79,7,41,18,5,18,29,28,2,47,0,4,10,3,67,15,12,4,10,3,8,18,12,7,26,6,0,3,7,5,4,23,24,3,2,4,5,20,2,27,64,8
2014-10-12,6,17,6,3,7,83,33,29,12,16,37,45,17,8,9,4,33,47,79,8,43,20,6,15,35,32,1,55,0,4,12,4,71,14,19,4,10,2,6,43,12,5,25,7,0,1,7,5,5,25,28,3,2,5,4,22,2,29,65,8
2014-10-19,7,14,7,2,9,82,30,34,12,13,34,43,18,7,10,4,31,44,80,8,40,17,6,18,30,33,2,54,0,4,10,3,69,15,15,3,11,3,5,43,13,5,21,7,0,1,3,3,4,20,21,3,1,4,4,20,1,29,59,8
2014-10-26,9,12,7,2,8,80,33,31,11,13,32,41,19,6,8,4,27,47,76,6,39,18,6,15,30,33,3,56,0,4,9,4,67,11,15,3,9,3,7,34,13,6,18,6,0,2,4,5,6,21,19,2,2,3,4,21,2,31,61,7
2014-11-02,7,16,6,2,8,82,35,30,11,13,31,40,21,8,9,4,31,42,82,7,42,16,5,16,30,32,3,55,1,4,10,3,66,13,19,3,10,4,10,32,15,8,18,6,0,2,6,5,4,25,23,3,2,3,3,29,1,29,62,8
2014-11-09,6,14,8,3,9,93,32,29,13,14,35,46,20,10,10,5,36,47,77,7,37,19,6,17,31,35,2,55,1,5,12,4,70,14,18,4,10,4,8,37,11,6,21,11,0,1,3,6,4,22,26,3,2,4,4,25,2,28,61,9
